seed,feature_mode,backbone,classifier,aggregation,threshold_policy,selected_threshold,speaker_recall,speaker_specificity,speaker_precision,speaker_f1,speaker_auc,clip_recall,clip_specificity,clip_precision,clip_f1,clip_auc,pass_target_zone,n_folds,n_speakers,selected_threshold_std,calibration_statuses
44,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,mean_score,constrained_spec_ge_0.50,0.96,0.10714285714285714,0.9906542056074766,0.9,0.19148936170212766,0.6385180240320426,0.14893617021276595,0.9606299212598425,0.5833333333333334,0.23728813559322035,0.6847461886413134,no,5,191,0.0,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,mean_score,default_0.5,0.5,0.39285714285714285,0.8878504672897196,0.7333333333333333,0.5116279069767442,0.6385180240320426,0.40425531914893614,0.8110236220472441,0.4418604651162791,0.4222222222222222,0.6847461886413134,no,5,191,0.0,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,constrained_spec_ge_0.50,0.982,0.2619047619047619,0.9345794392523364,0.7586206896551724,0.3893805309734513,0.5759902091677792,0.26595744680851063,0.9330708661417323,0.5952380952380952,0.36764705882352944,0.6992796113251801,no,5,191,0.004472135954999583,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,default_0.5,0.5,0.4642857142857143,0.7383177570093458,0.582089552238806,0.5165562913907285,0.5939029817534491,0.4787234042553192,0.7559055118110236,0.4205607476635514,0.44776119402985076,0.6992796113251801,no,5,191,0.0,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,constrained_spec_ge_0.50,0.982,0.21428571428571427,0.9906542056074766,0.9473684210526315,0.34951456310679613,0.6410769915442812,0.26595744680851063,0.9330708661417323,0.5952380952380952,0.36764705882352944,0.6992796113251801,no,5,191,0.004472135954999583,training_only_in_sample_platt
44,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,default_0.5,0.5,0.44047619047619047,0.8504672897196262,0.6981132075471698,0.5401459854014599,0.6410769915442812,0.4787234042553192,0.7559055118110236,0.4205607476635514,0.44776119402985076,0.6992796113251801,no,5,191,0.0,training_only_in_sample_platt
44,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,constrained_spec_ge_0.50,0.9560000000000001,0.16666666666666666,0.9719626168224299,0.8235294117647058,0.27722772277227725,0.5473965287049399,0.1702127659574468,0.9606299212598425,0.6153846153846154,0.26666666666666666,0.6888507287652874,no,5,191,0.005477225575051666,training_only_in_sample_platt
44,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,default_0.5,0.5,0.4642857142857143,0.794392523364486,0.639344262295082,0.5379310344827586,0.6238317757009346,0.4787234042553192,0.8149606299212598,0.4891304347826087,0.4838709677419355,0.6888507287652874,no,5,191,0.0,training_only_in_sample_platt
44,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,mean_score,constrained_spec_ge_0.50,0.9560000000000001,0.11904761904761904,1.0,1.0,0.2127659574468085,0.6474187805963506,0.1702127659574468,0.9606299212598425,0.6153846153846154,0.26666666666666666,0.6888507287652874,no,5,191,0.005477225575051666,training_only_in_sample_platt
44,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,mean_score,default_0.5,0.5,0.42857142857142855,0.8878504672897196,0.75,0.5454545454545454,0.6474187805963506,0.4787234042553192,0.8149606299212598,0.4891304347826087,0.4838709677419355,0.6888507287652874,no,5,191,0.0,training_only_in_sample_platt
44,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,constrained_spec_ge_0.50,0.9800000000000001,0.2857142857142857,0.9345794392523364,0.7741935483870968,0.41739130434782606,0.5822763684913217,0.2978723404255319,0.9251968503937008,0.5957446808510638,0.3971631205673759,0.697227341263193,no,5,191,1.2412670766236366e-16,training_only_in_sample_platt
